product_name,volume,past_sales,storage_days,profit
Product_931,90,344,29,743.05
Product_932,45,273,6,285.77
Product_933,27,574,32,75.57
Product_934,73,95,29,547.82
Product_935,26,716,43,102.31
Product_936,47,162,2,436.56
Product_937,86,282,23,748.73
Product_938,56,66,19,429.8
Product_939,94,409,31,901.53
Product_940,63,272,51,141.84
Product_941,48,915,5,378.7
Product_942,61,749,19,283.16
Product_943,81,497,34,749.13
Product_944,26,905,10,107.47
Product_945,36,414,25,280.76
Product_946,1,724,2,9.02
Product_947,8,375,11,18.67
Product_948,99,516,50,512.94
Product_949,52,463,31,421.12
Product_950,79,504,56,445.51
Product_951,47,635,15,194.49
Product_952,56,282,9,210.47
Product_953,86,273,23,262.48
Product_954,14,880,19,124.0
Product_955,90,461,9,594.26
Product_956,28,621,35,73.11
Product_957,87,384,21,440.28
Product_958,78,271,9,385.47
Product_959,88,86,28,303.94
Product_960,2,327,46,10.97
Product_961,26,245,51,121.08
Product_962,14,965,7,66.28
Product_963,59,913,16,466.82
Product_964,56,533,16,212.02
Product_965,7,291,33,49.94
Product_966,3,373,4,19.7
Product_967,23,780,4,150.53
Product_968,18,241,39,131.47
Product_969,38,66,40,242.71
Product_970,99,573,17,894.37
Product_971,15,967,37,111.07
Product_972,64,450,39,408.05
Product_973,89,955,52,768.79
Product_974,28,935,29,191.78
Product_975,74,754,52,320.36
Product_976,39,71,36,142.61
Product_977,57,523,38,183.46
Product_978,17,169,39,156.33
Product_979,86,259,50,660.57
Product_980,90,355,37,854.91
Product_981,44,319,52,300.36
Product_982,25,753,35,144.68
Product_983,17,736,7,42.12
Product_984,13,334,27,95.85
Product_985,84,765,28,559.24
Product_986,25,725,22,248.04
Product_987,68,812,14,266.1
Product_988,10,276,7,62.46
Product_989,67,997,37,482.91
Product_990,18,430,22,128.82
Product_991,86,509,5,558.17
Product_992,34,56,55,279.32
Product_993,8,78,2,29.12
Product_994,40,956,27,312.2
Product_995,83,82,21,577.5
Product_996,42,695,54,385.08
Product_997,41,928,38,359.88
Product_998,6,128,15,27.13
Product_999,52,977,21,218.91
Product_1000,26,996,10,256.18
